rank,title,titles0,link,score,score_cnt,account,comment
219,芙蓉镇,/Hibiscus Town,https://movie.douban.com/subject/1297880/,9.3,153272人评价,导演:谢晋JinXie主演:刘晓庆XiaoqingLiu/姜文WenJiang/郑在石...1987/中国大陆/剧情爱情, 
220,罗生门,/羅生門,https://movie.douban.com/subject/1291879/,8.8,327243人评价,导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune/京町子...1950/日本/剧情犯罪悬疑,人生的N种可能性。
221,新龙门客栈,/新龍門客棧,https://movie.douban.com/subject/1292287/,8.7,462017人评价,导演:李惠民RaymondLee主演:张曼玉MaggieCheung/林青霞Brigitte...1992/中国香港中国大陆/动作爱情武侠古装,嬉笑怒骂，调风动月。
222,无耻混蛋,/Inglourious Basterds,https://movie.douban.com/subject/1438652/,8.7,499373人评价,导演:昆汀·塔伦蒂诺QuentinTarantino主演:布拉德·皮特BradPitt/...2009/德国美国/剧情犯罪,昆汀同学越来越变态了，比北野武还杜琪峰。
223,崖上的波妞,/崖の上のポニョ,https://movie.douban.com/subject/1959877/,8.6,519860人评价,导演:宫崎骏HayaoMiyazaki主演:奈良柚莉爱YuriaNara/土井洋辉Hir...2008/日本/动画奇幻冒险, 
224,千钧一发,/Gattaca,https://movie.douban.com/subject/1300117/,8.8,314241人评价,导演:安德鲁·尼科尔AndrewNiccol主演:伊桑·霍克EthanHawke/乌玛...1997/美国/剧情科幻惊悚,一部能引人思考的科幻励志片。
225,花束般的恋爱,/花束みたいな恋をした,https://movie.douban.com/subject/34874432/,8.6,679392人评价,导演:土井裕泰NobuhiroDoi主演:菅田将晖MasakiSuda/有村架纯Kasu...2021/日本/剧情爱情, 
226,彗星来的那一夜,/Coherence,https://movie.douban.com/subject/25807345/,8.6,610080人评价,导演:詹姆斯·沃德·布柯特JamesWardByrkit主演:艾米丽·芭尔多尼Em...2013/美国英国/科幻悬疑惊悚,小成本大魅力。
227,萤火虫之墓,/火垂るの墓,https://movie.douban.com/subject/1293318/,8.7,414192人评价,导演:高畑勋IsaoTakahata主演:辰己努/白石绫乃/志乃原良子1988/日本/动画剧情战争,幸福是生生不息，却难以触及的远。 
228,哈利·波特与死亡圣器(上),/Harry Potter and the Deathly Hallows: Part 1,https://movie.douban.com/subject/2051007/,8.5,607945人评价,导演:大卫·叶茨DavidYates主演:丹尼尔·雷德克里夫DanielRadcliffe...2010/英国美国/奇幻冒险,最忠于原著的一部。
229,奇迹男孩,/Wonder,https://movie.douban.com/subject/26787574/,8.6,566438人评价,导演:斯蒂芬·卓博斯基StephenChbosky主演:雅各布·特伦布莱JacobTr...2017/美国中国香港/剧情儿童家庭,世界不完美，爱会有奇迹。
230,黑客帝国2：重装上阵,/The Matrix Reloaded,https://movie.douban.com/subject/1304141/,8.7,420366人评价,导演:拉娜·沃卓斯基LanaWachowski/莉莉·沃卓斯基LillyWachowski...2003/美国/动作科幻,一个精彩的世界观正在缓缓建立。
231,二十二,/Twenty Two  /  22,https://movie.douban.com/subject/26430107/,8.7,298913人评价,导演:郭柯KeGuo主演:2015/中国大陆/纪录片,有一些东西不应该被遗忘。
232,白日梦想家,/The Secret Life of Walter Mitty,https://movie.douban.com/subject/2133323/,8.6,530493人评价,导演:本·斯蒂勒BenStiller主演:本·斯蒂勒BenStiller/克里斯汀·...2013/美国英国/剧情喜剧冒险, 
233,高山下的花环,/卫国军魂(港)  /  Wreaths at the Foot of the Mountain,https://movie.douban.com/subject/1422283/,9.5,104311人评价,导演:谢晋JinXie主演:吕晓禾XiaoheLü/唐国强GuoqiangTang/何...1984(中国大陆)/1985/中国大陆/剧情战争, 
234,火星救援,/The Martian,https://movie.douban.com/subject/25864085/,8.5,762180人评价,导演:雷德利·斯科特RidleyScott主演:马特·达蒙MattDamon/杰西卡...2015/英国美国匈牙利约旦/剧情科幻冒险, 
235,战争之王,/Lord of War,https://movie.douban.com/subject/1419936/,8.7,382335人评价,导演:安德鲁·尼科尔AndrewNiccol主演:尼古拉斯·凯奇NicolasCage/...2005/美国德国/剧情犯罪,做一颗让别人需要你的棋子。
236,血钻,/Blood Diamond,https://movie.douban.com/subject/1428175/,8.7,393166人评价,导演:爱德华·兹威克EdwardZwick主演:莱昂纳多·迪卡普里奥Leonardo...2006/美国德国英国/剧情惊悚冒险,每个美丽事物背后都是滴血的现实。
237,步履不停,/歩いても 歩いても,https://movie.douban.com/subject/2222996/,8.8,291237人评价,导演:是枝裕和HirokazuKoreeda主演:阿部宽HiroshiAbe/夏川结衣Yu...2008/日本/剧情家庭,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
238,房间,/Room,https://movie.douban.com/subject/25724855/,8.8,377693人评价,导演:伦尼·阿伯拉罕森LennyAbrahamson主演:布丽·拉尔森BrieLarson...2015/爱尔兰加拿大英国美国/剧情家庭,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
239,千年女优,/千年女優,https://movie.douban.com/subject/1307394/,8.8,282955人评价,导演:今敏SatoshiKon主演:庄司美代子MiyokoShôji/小山茉美Mam...2001/日本/动画剧情爱情,爱情是一场没有尽头的虚幻追逐。
240,魂断蓝桥,/Waterloo Bridge,https://movie.douban.com/subject/1293964/,8.8,288308人评价,导演:茂文·勒鲁瓦MervynLeRoy主演:费雯·丽VivienLeigh/罗伯特·...1940/美国/剧情爱情战争,中国式内在的美国电影。
241,哈利·波特与凤凰社,/Harry Potter and the Order of the Phoenix,https://movie.douban.com/subject/1457217/,8.5,603190人评价,导演:大卫·叶茨DavidYates主演:丹尼尔·雷德克里夫DanielRadcliffe...2007/英国美国/奇幻冒险, 
242,谍影重重2,/The Bourne Supremacy,https://movie.douban.com/subject/1308767/,8.7,366050人评价,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon/...2004/美国德国/动作悬疑惊悚,谁说王家卫镜头很晃？
243,大红灯笼高高挂,/Raise The Red Lantern  /  Épouses et concubines,https://movie.douban.com/subject/1293323/,8.8,299966人评价,导演:张艺谋YimouZhang主演:巩俐LiGong/马精武JingwuMa/何赛...1991/中国大陆中国香港中国台湾/剧情, 
244,蜘蛛侠：平行宇宙,/Spider-Man: Into the Spider-Verse,https://movie.douban.com/subject/26374197/,8.6,696145人评价,导演:鲍勃·佩尔西凯蒂BobPersichetti/彼得·拉姆齐PeterRamsey主...2018/美国/动作科幻动画冒险, 
245,弱点,/The Blind Side,https://movie.douban.com/subject/3552028/,8.7,324709人评价,导演:约翰·李·汉考克JohnLeeHancock主演:桑德拉·布洛克SandraBu...2009/美国/剧情家庭传记运动,拍掉身上的悲伤，从今天开始重新踏上追梦之旅。
246,谍影重重,/The Bourne Identity,https://movie.douban.com/subject/1304102/,8.6,444560人评价,导演:道格·里曼DougLiman主演:马特·达蒙MattDamon/弗兰卡·波坦...2002/美国德国捷克/动作悬疑惊悚,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
247,阿飞正传,/阿飛正傳,https://movie.douban.com/subject/1305690/,8.5,529526人评价,导演:王家卫KarWaiWong主演:张国荣LeslieCheung/张曼玉MaggieC...1990/中国香港/犯罪剧情爱情,王家卫是一种风格，张国荣是一个代表。
248,朗读者,/The Reader,https://movie.douban.com/subject/2213597/,8.6,464311人评价,导演:史蒂芬·戴德利StephenDaldry主演:凯特·温丝莱特KateWinslet...2008/美国德国/剧情爱情,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 
249,再次出发之纽约遇见你,/Begin Again,https://movie.douban.com/subject/6874403/,8.6,440709人评价,导演:约翰·卡尼JohnCarney主演:凯拉·奈特莉KeiraKnightley/马克...2013/美国/喜剧爱情音乐,爱我就给我看你的播放列表。
250,燃情岁月,/Legends of the Fall,https://movie.douban.com/subject/1295865/,8.7,296378人评价,导演:爱德华·兹威克EdwardZwick主演:布拉德·皮特BradPitt/安东...1994/美国/剧情爱情战争西部,传奇，不是每个人都可以拥有。
